player_id,session_id,session_start,session_end,platform,region,kills,deaths,level,is_premium_user,made_purchase,days_since_signup,churned
player_1,session_1,2025-07-01 04:46:07.061943,2025-07-01 06:02:07.061943,PC,Asia,11,1,24,True,True,52,True
player_1,session_2,2025-07-07 21:27:07.061943,2025-07-07 23:42:07.061943,PS5,EU,14,1,12,False,False,52,True
player_1,session_3,2025-06-24 01:28:07.061943,2025-06-24 02:21:07.061943,PS5,EU,10,0,16,False,False,52,True
player_1,session_4,2025-06-17 04:54:07.061943,2025-06-17 06:46:07.061943,PC,EU,10,0,7,True,True,52,True
player_1,session_5,2025-06-22 22:42:07.061943,2025-06-22 23:04:07.061943,PS5,EU,13,2,7,False,False,52,True
player_1,session_6,2025-07-15 21:50:07.061943,2025-07-15 22:29:07.061943,PS5,Asia,15,4,18,False,False,52,True
player_1,session_7,2025-06-28 01:37:07.061943,2025-06-28 01:55:07.061943,Xbox,EU,12,8,45,False,False,52,True
player_2,session_8,2025-07-10 02:04:07.062139,2025-07-10 03:37:07.062139,PC,EU,7,4,39,False,False,29,False
player_2,session_9,2025-07-20 22:31:07.062139,2025-07-21 00:50:07.062139,Xbox,NA,14,1,24,True,False,29,False
player_2,session_10,2025-06-29 16:47:07.062139,2025-06-29 18:35:07.062139,Xbox,EU,8,5,27,True,True,29,False
player_2,session_11,2025-07-04 04:18:07.062139,2025-07-04 05:52:07.062139,Xbox,Asia,8,4,32,True,True,29,False
player_2,session_12,2025-07-02 08:25:07.062139,2025-07-02 08:57:07.062139,Xbox,Asia,13,5,27,True,False,29,False
player_2,session_13,2025-07-20 09:16:07.062139,2025-07-20 09:23:07.062139,PC,Asia,9,1,15,True,False,29,False
player_2,session_14,2025-07-22 11:35:07.062139,2025-07-22 13:15:07.062139,Xbox,Asia,10,1,12,True,True,29,False
player_2,session_15,2025-07-01 15:06:07.062139,2025-07-01 17:03:07.062139,PS5,EU,9,4,6,False,False,29,False
player_2,session_16,2025-07-17 17:58:07.062139,2025-07-17 20:05:07.062139,PC,EU,9,3,3,False,False,29,False
player_3,session_17,2025-07-01 08:29:07.062314,2025-07-01 11:00:07.062314,Xbox,NA,8,6,31,False,False,59,False
player_3,session_18,2025-06-24 23:38:07.062314,2025-06-24 23:49:07.062314,Xbox,EU,10,1,12,False,False,59,False
player_3,session_19,2025-05-30 18:35:07.062314,2025-05-30 18:48:07.062314,PC,Asia,8,9,25,True,False,59,False
player_3,session_20,2025-06-30 07:49:07.062314,2025-06-30 09:15:07.062314,PS5,EU,10,2,14,False,False,59,False
player_4,session_21,2025-06-26 13:11:07.062392,2025-06-26 15:30:07.062392,PS5,Asia,12,3,30,True,True,48,True
player_4,session_22,2025-07-13 19:48:07.062392,2025-07-13 20:43:07.062392,Xbox,Asia,13,3,19,False,False,48,True
player_4,session_23,2025-06-09 16:52:07.062392,2025-06-09 17:13:07.062392,PC,Asia,8,6,21,False,False,48,True
player_4,session_24,2025-07-08 12:36:07.062392,2025-07-08 13:47:07.062392,PC,EU,6,3,32,False,False,48,True
player_4,session_25,2025-07-23 11:26:07.062392,2025-07-23 13:37:07.062392,Xbox,NA,10,4,26,True,True,48,True
player_5,session_26,2025-06-29 13:16:07.062488,2025-06-29 14:20:07.062488,PC,Asia,10,6,2,False,False,50,False
player_5,session_27,2025-07-06 12:25:07.062488,2025-07-06 13:20:07.062488,PS5,NA,10,2,42,True,True,50,False
player_5,session_28,2025-06-10 04:57:07.062488,2025-06-10 06:42:07.062488,PS5,Asia,10,2,45,False,False,50,False
player_6,session_29,2025-07-08 16:58:07.062548,2025-07-08 19:50:07.062548,PS5,NA,10,3,37,False,False,30,False
player_6,session_30,2025-07-20 10:26:07.062548,2025-07-20 12:37:07.062548,PC,Asia,12,1,34,False,False,30,False
player_6,session_31,2025-07-24 11:51:07.062548,2025-07-24 13:24:07.062548,PC,EU,12,5,16,True,True,30,False
player_6,session_32,2025-07-12 18:25:07.062548,2025-07-12 18:58:07.062548,PS5,NA,5,0,46,False,False,30,False
player_7,session_33,2025-07-23 05:29:07.062626,2025-07-23 06:58:07.062626,Xbox,Asia,10,4,31,False,False,5,False
player_7,session_34,2025-07-21 09:01:07.062626,2025-07-21 10:41:07.062626,PS5,NA,14,1,2,False,False,5,False
player_7,session_35,2025-07-20 09:27:07.062626,2025-07-20 11:51:07.062626,PC,Asia,9,6,13,False,False,5,False
player_7,session_36,2025-07-23 03:05:07.062626,2025-07-23 03:44:07.062626,PS5,Asia,8,3,7,False,False,5,False
player_8,session_37,2025-07-19 07:48:07.062703,2025-07-19 09:07:07.062703,PC,NA,14,2,9,False,False,58,False
player_8,session_38,2025-06-19 16:52:07.062703,2025-06-19 18:35:07.062703,Xbox,EU,9,7,17,False,False,58,False
player_8,session_39,2025-07-15 09:51:07.062703,2025-07-15 11:21:07.062703,PS5,NA,8,2,9,False,False,58,False
player_8,session_40,2025-06-03 03:34:07.062703,2025-06-03 05:46:07.062703,PC,Asia,10,1,12,False,False,58,False
player_9,session_41,2025-06-22 17:56:07.062778,2025-06-22 20:31:07.062778,PS5,Asia,13,4,29,False,False,52,False
player_9,session_42,2025-07-15 00:21:07.062778,2025-07-15 01:41:07.062778,PC,NA,9,3,38,False,False,52,False
player_9,session_43,2025-06-20 21:51:07.062778,2025-06-20 23:44:07.062778,PS5,Asia,9,4,44,False,False,52,False
player_9,session_44,2025-07-10 23:29:07.062778,2025-07-10 23:52:07.062778,PS5,NA,5,0,28,False,False,52,False
player_9,session_45,2025-06-21 21:44:07.062778,2025-06-22 00:35:07.062778,PC,NA,12,4,6,False,False,52,False
player_9,session_46,2025-07-16 02:35:07.062778,2025-07-16 05:32:07.062778,Xbox,EU,11,4,12,True,False,52,False
player_9,session_47,2025-06-12 05:11:07.062778,2025-06-12 06:57:07.062778,PC,EU,10,2,50,False,False,52,False
player_9,session_48,2025-06-29 18:44:07.062778,2025-06-29 21:23:07.062778,PC,Asia,12,3,46,False,False,52,False
player_9,session_49,2025-07-06 19:21:07.062778,2025-07-06 21:20:07.062778,PC,Asia,12,3,33,False,False,52,False
player_10,session_50,2025-07-24 07:35:07.062945,2025-07-24 07:50:07.062945,Xbox,Asia,11,5,48,False,False,1,True
player_10,session_51,2025-07-24 12:09:07.062945,2025-07-24 13:48:07.062945,Xbox,EU,11,3,1,False,False,1,True
player_10,session_52,2025-07-24 08:48:07.062945,2025-07-24 08:56:07.062945,PS5,Asia,7,2,26,True,True,1,True
player_10,session_53,2025-07-23 15:57:07.062945,2025-07-23 17:59:07.062945,PS5,Asia,14,4,47,False,False,1,True
player_10,session_54,2025-07-24 12:18:07.062945,2025-07-24 13:47:07.062945,PS5,NA,11,6,34,True,True,1,True
player_10,session_55,2025-07-24 10:00:07.062945,2025-07-24 12:50:07.062945,Xbox,EU,9,4,17,False,False,1,True
player_11,session_56,2025-07-08 15:09:07.063058,2025-07-08 16:06:07.063058,PS5,EU,8,3,16,True,False,20,True
player_12,session_57,2025-07-15 17:43:07.063083,2025-07-15 19:59:07.063083,PC,EU,10,1,19,False,False,16,True
player_12,session_58,2025-07-12 18:21:07.063083,2025-07-12 19:57:07.063083,Xbox,EU,8,4,26,False,False,16,True
player_12,session_59,2025-07-20 22:29:07.063083,2025-07-20 23:20:07.063083,Xbox,Asia,11,2,26,False,False,16,True
player_12,session_60,2025-07-11 14:11:07.063083,2025-07-11 16:08:07.063083,PS5,EU,7,2,7,False,False,16,True
player_12,session_61,2025-07-11 04:26:07.063083,2025-07-11 06:17:07.063083,PS5,Asia,10,3,37,False,False,16,True
player_12,session_62,2025-07-19 23:42:07.063083,2025-07-20 00:03:07.063083,Xbox,NA,7,3,3,True,True,16,True
